cat_num,Latitude,Longitude,quality,link,num_syllables,freq_range_mm,duration_mm,two_khz_mm,two_sec_mm,skip_notes,group_letter,group_members
169419281,44.94689,-85.8115,4.5,https://macaulaylibrary.org/asset/169419281,17,12,135,12,132,,I,Chris
169416831,43.57546,-73.409,3,https://macaulaylibrary.org/asset/169416831,18,10,120,12,132,,I,Chris
168853931,41.44342,-73.9735,3,https://macaulaylibrary.org/asset/168853931,20,12,133,12,132,,I,Chris
167619271,39.81434,-83.9908,4,https://macaulaylibrary.org/asset/167619271,20,7,164,12,132,,I,Chris
167475931,38.15079,-77.3384,3.5,https://macaulaylibrary.org/asset/167475931,21,7,121,12,132,,I,Chris
167342251,37.89621,-89.6367,3,https://macaulaylibrary.org/asset/167342251,19,6,131,12,132,,I,Chris
167245511,40.44864,-80.3184,3.5,https://macaulaylibrary.org/asset/167245511,18,8,108,12,132,,I,Chris
167128111,41.36211,-70.7555,4.5,https://macaulaylibrary.org/asset/167128111,21,11,110,12,132,,I,Chris
167128051,41.36211,-70.7555,3,https://macaulaylibrary.org/asset/167128051,NA,NA,NA,NA,NA,MisID,I,Chris
167046681,35.02318,-89.285,3,https://macaulaylibrary.org/asset/167046681,18,11,148,12,132,,I,Chris
166873321,42.48339,-71.028,3,https://macaulaylibrary.org/asset/166873321,21,8,85,12,132,,I,Chris
166719201,43.25471,-81.8365,3,https://macaulaylibrary.org/asset/166719201,23,11,171,12,132,,I,Chris
166685091,40.56936,-91.6582,4,https://macaulaylibrary.org/asset/166685091,21,8,140,12,132,,I,Chris
166385331,36.08151,-86.3901,3,https://macaulaylibrary.org/asset/166385331,13,14,130,12,132,,I,Chris
166383781,36.08151,-86.3901,4.75,https://macaulaylibrary.org/asset/166383781,11,13,121,12,132,,I,Chris
166226601,37.87717,-87.4795,3,https://macaulaylibrary.org/asset/166226601,17,8,146,12,132,,I,Chris
165972761,41.83377,-70.6532,4.5,https://macaulaylibrary.org/asset/165972761,22,8,106,12,132,,I,Chris
165972751,41.83377,-70.6532,3,https://macaulaylibrary.org/asset/165972751,27,11,127,12,132,,I,Chris
165799081,43.25471,-81.8365,4,https://macaulaylibrary.org/asset/165799081,19,11,157,12,132,,I,Chris
165583621,41.88253,-69.9957,4.5,https://macaulaylibrary.org/asset/165583621,17,13,119,12,132,,I,Chris
165382501,42.3267,-85.3474,4.5,https://macaulaylibrary.org/asset/165382501,21,6,140,12,132,,I,Chris
165340741,43.28017,-81.8126,4,https://macaulaylibrary.org/asset/165340741,17,11,133,12,132,,I,Chris
165340281,43.28017,-81.8126,4,https://macaulaylibrary.org/asset/165340281,12,15,108,12,132,,I,Chris
165267211,39.07788,-76.7714,3.5,https://macaulaylibrary.org/asset/165267211,NA,NA,NA,NA,NA,Too faint,I,Chris
165199691,43.28362,-81.8015,3.5,https://macaulaylibrary.org/asset/165199691,21,11,169,12,132,,I,Chris
165176091,35.6063,-84.115,3,https://macaulaylibrary.org/asset/165176091,20,12,127,12,132,,I,Chris
165062691,43.50869,-91.348,3,https://macaulaylibrary.org/asset/165062691,14,6,112,12,132,,I,Chris
165062681,43.50869,-91.348,3,https://macaulaylibrary.org/asset/165062681,14,10,116,12,132,,I,Chris
164964751,41.11317,-75.7244,3,https://macaulaylibrary.org/asset/164964751,17,13,129,12,132,,I,Chris
164919811,44.32751,-69.4289,3.5,https://macaulaylibrary.org/asset/164919811,17,12,125,12,132,,I,Chris
164896231,42.47165,-71.3062,3.5,https://macaulaylibrary.org/asset/164896231,21,10,161,12,132,,I,Chris
164826471,42.29186,-76.6576,4,https://macaulaylibrary.org/asset/164826471,23,14,155,12,132,,I,Chris
164618661,41.64307,-87.0623,4.33,https://macaulaylibrary.org/asset/164618661,17,12,123,12,132,,I,Chris
164610321,37.11878,-84.3479,4,https://macaulaylibrary.org/asset/164610321,16,10,142,12,132,,I,Chris
164439851,41.00205,-72.0774,5,https://macaulaylibrary.org/asset/164439851,19,11,119,12,132,,I,Chris
164402451,44.55463,-73.1198,3.5,https://macaulaylibrary.org/asset/164402451,21,14,131,12,132,,I,Chris
164322371,43.28017,-81.8126,4,https://macaulaylibrary.org/asset/164322371,20,8,119,12,132,,I,Chris
164286821,38.10311,-86.9984,4,https://macaulaylibrary.org/asset/164286821,23,7,116,12,132,,I,Chris
164286711,38.10311,-86.9984,3,https://macaulaylibrary.org/asset/164286711,18,12,129,12,132,,I,Chris
164286051,42.29305,-76.6551,3.5,https://macaulaylibrary.org/asset/164286051,22,11,114,12,132,,I,Chris
164286041,42.29305,-76.6551,3,https://macaulaylibrary.org/asset/164286041,19,13,108,12,132,,I,Chris
164278721,42.29186,-76.6576,3,https://macaulaylibrary.org/asset/164278721,17,12,129,12,132,,I,Chris
164278691,42.29186,-76.6576,4,https://macaulaylibrary.org/asset/164278691,18,13,161,12,132,,I,Chris
164185971,42.29186,-76.6576,3,https://macaulaylibrary.org/asset/164185971,21,15,152,12,132,,I,Chris
164089981,42.29305,-76.6551,3,https://macaulaylibrary.org/asset/164089981,23,10,119,12,132,,I,Chris
164071481,42.29305,-76.6551,3,https://macaulaylibrary.org/asset/164071481,14,12,121,12,132,,I,Chris
164071381,42.29305,-76.6551,4,https://macaulaylibrary.org/asset/164071381,17,11,129,12,132,,I,Chris
164071311,42.29305,-76.6551,3.5,https://macaulaylibrary.org/asset/164071311,21,13,119,12,132,,I,Chris
464575711,41.7939856,-71.0306534,3,https://macaulaylibrary.org/asset/464575711,NA,NA,NA,NA,NA,skip,A,"charlie, jin, matt, theresa"
464542001,44.5336939,-70.1655915,5,https://macaulaylibrary.org/asset/464542001,14,19,101,8,85,,A,"charlie, jin, matt, theresa"
463904451,41.4434217,-73.9734641,4.33,https://macaulaylibrary.org/asset/463904451,17,15,134,8,85,,A,"charlie, jin, matt, theresa"
463620271,43.8806651,-70.8004395,3.67,https://macaulaylibrary.org/asset/463066761,11,7,79,8,85,,A,"charlie, jin, matt, theresa"
463066761,44.7271596,-69.6292992,4,https://macaulaylibrary.org/asset/463066761,11,7,79,8,85,,A,"charlie, jin, matt, theresa"
463066751,44.7271596,-69.6292992,5,https://macaulaylibrary.org/asset/463066751,11,8,96,8,85,,A,"charlie, jin, matt, theresa"
463020721,41.016011,-74.745018,3,https://macaulaylibrary.org/asset/463020721,11,10,83,8,85,,A,"charlie, jin, matt, theresa"
463018961,41.016011,-74.745018,3,https://macaulaylibrary.org/asset/463018961,12,12,99,8,85,,A,"charlie, jin, matt, theresa"
463003141,41.6907325,-71.6984815,5,https://macaulaylibrary.org/asset/463003141,10,11,97,8,85,,A,"charlie, jin, matt, theresa"
462953211,41.6588008,-87.922318,3.5,https://macaulaylibrary.org/asset/462953211,19,7,103,8,85,,A,"charlie, jin, matt, theresa"
462807501,41.6822544,-71.2382505,3.5,https://macaulaylibrary.org/asset/462807501,10,9,97,8,85,,A,"charlie, jin, matt, theresa"
462714931,41.3150397,-73.4295988,5,https://macaulaylibrary.org/asset/462714931,10,8,82,8,85,,A,"charlie, jin, matt, theresa"
466700421,43.8806651,-70.8004395,5,https://macaulaylibrary.org/asset/466702501,18,3,150,13,97,,L,"Mariam, Shiya, Iman, Hahfsa"
466064351,41.0359237,-72.1389771,3,https://macaulaylibrary.org/asset/466702502 ,20,4,130,10,100,,L,"Mariam, Shiya, Iman, Hahfsa"
466063711,41.0359237,-72.1389771,4,https://macaulaylibrary.org/asset/466702503,15,3,110,10,110,,L,"Mariam, Shiya, Iman, Hahfsa"
465691531,38.6455061,-77.2361183,3,https://macaulaylibrary.org/asset/466702504,12,4,170,11,92,,L,"Mariam, Shiya, Iman, Hahfsa"
465398611,43.672317,-71.290802,4,https://macaulaylibrary.org/asset/466702505,13,3,80,10,100,,L,"Mariam, Shiya, Iman, Hahfsa"
465237631,41.0319425,-74.7411292,3,https://macaulaylibrary.org/asset/466702506,5,1,64,11,90,,L,"Mariam, Shiya, Iman, Hahfsa"
464956961,38.5687916,-92.231851,5,https://macaulaylibrary.org/asset/466702507,22,5,210,8,105,,L,"Mariam, Shiya, Iman, Hahfsa"
464955361,38.2012946,-90.545454,4.5,https://macaulaylibrary.org/asset/466702508,19,3,100,9,72,,L,"Mariam, Shiya, Iman, Hahfsa"
464648171,37.1053727,-84.7009828,3,https://macaulaylibrary.org/asset/466702509,14,3,113,10,100,,L,"Mariam, Shiya, Iman, Hahfsa"
464575711,41.7939856,-71.0306534,3,https://macaulaylibrary.org/asset/466702510,16,3,140,10,99,,L,"Mariam, Shiya, Iman, Hahfsa"
464542001,44.5336939,-70.1655915,5,https://macaulaylibrary.org/asset/466702511,11,2,125,10,94,,L,"Mariam, Shiya, Iman, Hahfsa"
463904451,41.4434217,-73.9734641,4.33,https://macaulaylibrary.org/asset/466702512,13,5,112,10,95,,L,"Mariam, Shiya, Iman, Hahfsa"
463620271,43.8806651,-70.8004395,3.67,https://macaulaylibrary.org/asset/466702513,21,4,128,10,93,,L,"Mariam, Shiya, Iman, Hahfsa"
463066761,44.7271596,-69.6292992,4,https://macaulaylibrary.org/asset/466702514,22,5,140,5,90,,L,"Mariam, Shiya, Iman, Hahfsa"
463066751,44.7271596,-69.6292992,5,https://macaulaylibrary.org/asset/466702515,11,3,90,9,100,,L,"Mariam, Shiya, Iman, Hahfsa"
463020721,41.016011,-74.745018,3,https://macaulaylibrary.org/asset/466702516,12,2,105,10,91,,L,"Mariam, Shiya, Iman, Hahfsa"
463018961,41.016011,-74.745018,3,https://macaulaylibrary.org/asset/466702517,11,3,97,10,92,,L,"Mariam, Shiya, Iman, Hahfsa"
532680791,39.3297166,-82.3486662,3,https://macaulaylibrary.org/asset/532680791,18,5,100,8.5,94,,L,"Mariam, Shiya, Iman, Hahfsa"
532680731,39.3297166,-82.3486662,5,https://macaulaylibrary.org/asset/532680731,17,6,90,9,99,,L,"Mariam, Shiya, Iman, Hahfsa"
532680741,39.3297166,-82.3486662,3,https://macaulaylibrary.org/asset/532680741,18,5,97,9,99,,L,"Mariam, Shiya, Iman, Hahfsa"
532680721,39.3297166,-82.3486662,4,https://macaulaylibrary.org/asset/532680721,18,5,104,8,96,,L,"Mariam, Shiya, Iman, Hahfsa"
532680711,39.3297166,-82.3486662,4,https://macaulaylibrary.org/asset/532680711,17,7,93,9,98,,L,"Mariam, Shiya, Iman, Hahfsa"
520867961,43.647308,-70.865283,3,https://macaulaylibrary.org/asset/520867961,NA,NA,NA,NA,NA,no clear sonograph,L,"Mariam, Shiya, Iman, Hahfsa"
511651301,38.6455061,-77.2361183,3,https://macaulaylibrary.org/asset/511651301,NA,NA,NA,NA,NA,no song ,L,"Mariam, Shiya, Iman, Hahfsa"
510538621,41.4355842,-71.6682816,3,https://macaulaylibrary.org/asset/510538621,8,7,89,9,100,,L,"Mariam, Shiya, Iman, Hahfsa"
492010421,41.3616071,-75.0262356,3,https://macaulaylibrary.org/asset/492010421,11,8,75,9,99,,L,"Mariam, Shiya, Iman, Hahfsa"
481160081,41.4355842,-71.6682816,3,https://macaulaylibrary.org/asset/481160081,11,6,90,9,99,,L,"Mariam, Shiya, Iman, Hahfsa"
481158721,41.4355842,-71.6682816,3,https://macaulaylibrary.org/asset/481158721,18,10,97,9,99,,L,"Mariam, Shiya, Iman, Hahfsa"
476805291,43.9559559,-89.8181339,3,https://macaulaylibrary.org/asset/476805291,10,7,75,8,99,,L,"Mariam, Shiya, Iman, Hahfsa"
468074411,34.9064342,-84.3418479,3,https://macaulaylibrary.org/asset/468074411,13,5,75,9,99,,L,"Mariam, Shiya, Iman, Hahfsa"
467791111,40.9955955,-72.0642866,4,https://macaulaylibrary.org/asset/467791111,21,6,82,9,99,,L,"Mariam, Shiya, Iman, Hahfsa"
466958711,38.8678252,-92.3256795,5,https://macaulaylibrary.org/asset/466958711,,,,,,no clear syllables,L,"Mariam, Shiya, Iman, Hahfsa"
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
466958701,38.8678252,-92.3256795,3,https://macaulaylibrary.org/asset/466958701,21,9,73,9,99,,,"Mariam, Shiya, Iman, Hahfsa"
466702501,43.8806651,-70.8004395,4,https://macaulaylibrary.org/asset/461094651,21,12,120,10,122,,M,"Jackie, Sophia, Miguel "
4.61E+08,30.41122,-95.2857,5,https://macaulaylibrary.org/asset/460916251,5,5,40,10,122,,M,"Jackie, Sophia, Miguel "
4.61E+08,42.49256,-71.0465,4,https://macaulaylibrary.org/asset/460896521,15,10,150,10,122,,M,"Jackie, Sophia, Miguel "
4.61E+08,45.00207,-79.9715,4,https://macaulaylibrary.org/asset/460842761,18,10,115,10,122,,M,"Jackie, Sophia, Miguel "
4.61E+08,41.8633,-73.9874,3,https://macaulaylibrary.org/asset/460802791,14,5,120,10,122,,M,"Jackie, Sophia, Miguel "
4.61E+08,40.46337,-89.7881,5,https://macaulaylibrary.org/asset/460644371,27,5,110,10,122,,M,"Jackie, Sophia, Miguel "
4.61E+08,44.12781,-89.8769,5,https://macaulaylibrary.org/asset/460542361,11,7,105,10,122,,M,"Jackie, Sophia, Miguel "
4.61E+08,40.46935,-75.2249,4,https://macaulaylibrary.org/asset/460531371,11,9,105,10,122,,M,"Jackie, Sophia, Miguel "
4.60E+08,34.76615,-76.9556,3,https://macaulaylibrary.org/asset/459596501,17,10,130,10,122,,M,"Jackie, Sophia, Miguel "
4.59E+08,43.28017,-81.8126,5,https://macaulaylibrary.org/asset/459415651,16,12,95,10,122,,M,"Jackie, Sophia, Miguel "
4.59E+08,40.44864,-80.3184,3,https://macaulaylibrary.org/asset/459412131,15,8,70,10,122,,M,"Jackie, Sophia, Miguel "
462639291,36.1521921,-86.9284072,4,https://macaulaylibrary.org/asset/462639291,9,7,90,10,113,,A,"charlie, jin, matt, theresa"
462629081,41.355506,-70.67022,4,https://macaulaylibrary.org/asset/462629081,9,9,95,10,113,,A,"charlie, jin, matt, theresa"
462625361,45.3526278,-80.1909256,3,https://macaulaylibrary.org/asset/462625361,18,11,115,10,113,,A,"charlie, jin, matt, theresa"
462625331,45.3526278,-80.1909256,4,https://macaulaylibrary.org/asset/462625331,17,9,110,10,113,,A,"charlie, jin, matt, theresa"
462509961,44.228787,-69.863112,4,https://macaulaylibrary.org/asset/462509961,27,14,105,10,113,,A,"charlie, jin, matt, theresa"
462254751,41.6588008,-87.922318,4.5,https://macaulaylibrary.org/asset/462254751,14,9,104,10,113,,A,"charlie, jin, matt, theresa"
462235471,44.1259168,-89.8781667,4,https://macaulaylibrary.org/asset/462235471,8,10,92,10,113,,A,"charlie, jin, matt, theresa"
462200711,41.6588008,-87.922318,4,https://macaulaylibrary.org/asset/462200711,13,7,97,10,113,,A,"charlie, jin, matt, theresa"
462154121,41.6588008,-87.922318,3,https://macaulaylibrary.org/asset/462154121,16,8,119,10,113,,A,"charlie, jin, matt, theresa"
462092301,41.6588008,-87.922318,4,https://macaulaylibrary.org/asset/462092301,15,10,109,10,113,,A,"charlie, jin, matt, theresa"
462022671,41.6588008,-87.922318,5,https://macaulaylibrary.org/asset/462022671,16,7,113,10,113,,A,"charlie, jin, matt, theresa"
462013931,41.6588008,-87.922318,3,https://macaulaylibrary.org/asset/462013931,15,8,99,10,113,,A,"charlie, jin, matt, theresa"
164023851,43.5086506,-91.3480252,4.5,https://macaulaylibrary.org/asset/164023851,20,8,115,9,144,,J,"Annery, Jordyn"
163976541,41.2170095,-81.5253997,3.5,https://macaulaylibrary.org/asset/163976541,17,10,105,10,100,,J,"Annery, Jordyn"
163626761,40.1994676,-75.4040945,3,https://macaulaylibrary.org/asset/163626761,16,8,87,9,144,,J,"Annery, Jordyn"
163603401,43.9028358,-69.9485135,3,https://macaulaylibrary.org/asset/163603401,13,14,87,10,100,,J,"Annery, Jordyn"
163379911,44.5590717,-77.1170926,3.5,https://macaulaylibrary.org/asset/163379911,14,10,97,9,144,,J,"Annery, Jordyn"
163376561,44.6734347,-77.1429107,4.5,https://macaulaylibrary.org/asset/163376561,20,13,74,10,100,,J,"Annery, Jordyn"
163376441,44.6734347,-77.1429107,3,https://macaulaylibrary.org/asset/163376441,14,7,106,9,144,,J,"Annery, Jordyn"
163318871,43.508689,-91.3480461,3,https://macaulaylibrary.org/asset/163318871,14,12,170,10,100,,J,"Annery, Jordyn"
163315821,42.0212167,-70.8722806,3,https://macaulaylibrary.org/asset/163315821,11,8,79,9,144,,J,"Annery, Jordyn"
163094451,42.2930453,-76.6550678,4.5,https://macaulaylibrary.org/asset/163094451,16,19,99,10,100,,J,"Annery, Jordyn"
163081011,41.9303792,-88.4138918,4,https://macaulaylibrary.org/asset/163081011,17,13,91,9,144,,J,"Annery, Jordyn"
163046011,43.508689,-91.3480461,3,https://macaulaylibrary.org/asset/163046011,15,12,79,10,100,,J,"Annery, Jordyn"
163045971,43.508689,-91.3480461,3,https://macaulaylibrary.org/asset/163045971,15,8,82,9,144,,J,"Annery, Jordyn"
162914431,41.9303792,-88.4138918,4.5,https://macaulaylibrary.org/asset/162914431,16,12,89,10,100,,J,"Annery, Jordyn"
162830621,42.3598404,-72.0069802,4.5,https://macaulaylibrary.org/asset/162830621,12,15,96,9,144,,J,"Annery, Jordyn"
162786921,43.509884,-91.349888,3,https://macaulaylibrary.org/asset/162786921,15,12,87,10,100,,J,"Annery, Jordyn"
162640041,41.9303792,-88.4138918,3.5,https://macaulaylibrary.org/asset/162640041,16,11,86,9,144,,J,"Annery, Jordyn"
162639831,41.9303792,-88.4138918,3.5,https://macaulaylibrary.org/asset/162639831,18,13,96,10,100,,J,"Annery, Jordyn"
162563791,40.8113121,-85.6735533,3.5,https://macaulaylibrary.org/asset/162563791,NA,NA,NA,9,144,song not in full,J,"Annery, Jordyn"
162453691,43.508615,-91.3480038,3.5,https://macaulaylibrary.org/asset/162453691,15,9,83,10,100,,J,"Annery, Jordyn"
162417571,43.508689,-91.3480461,4.75,https://macaulaylibrary.org/asset/162417571,16,6,93,9,144,,J,"Annery, Jordyn"
162414811,41.7391369,-70.3801775,3.5,https://macaulaylibrary.org/asset/162414811,14,13,88,10,100,,J,"Annery, Jordyn"
162310641,38.1235514,-85.5312359,3,https://macaulaylibrary.org/asset/162310641,16,12,107,9,144,,J,"Annery, Jordyn"
162174561,42.326697,-85.3473759,3,https://macaulaylibrary.org/asset/162174561,15,11,70,10,100,,J,"Annery, Jordyn"
162088181,41.9303792,-88.4138918,4.67,https://macaulaylibrary.org/asset/162088181,18,13,91,9,144,,J,"Annery, Jordyn"
122936791,42.3101677,-76.5216895,3,https://macaulaylibrary.org/asset/122936791,11,9,125,10,100,,J,"Annery, Jordyn"
108191821,36.0272144,-84.2029738,4,https://macaulaylibrary.org/asset/108191821,14,9,88,9,144,,J,"Annery, Jordyn"
106906901,43.8512527,-73.1217867,3.5,https://macaulaylibrary.org/asset/106906901,7,3,74,10,100,,J,"Annery, Jordyn"
106768561,39.9030754,-76.3985395,3,https://macaulaylibrary.org/asset/106768561,NA,NA,NA,9,144,song not visible in sonogram,J,"Annery, Jordyn"
106743361,42.219,-71.064,3.33,https://macaulaylibrary.org/asset/106743361,17,12,107,10,100,,J,"Annery, Jordyn"
106067351,40.0848766,-76.8838316,3,https://macaulaylibrary.org/asset/106067351,24,9,111,9,144,,J,"Annery, Jordyn"
105491461,41.4423645,-70.6709236,3,https://macaulaylibrary.org/asset/105491461,10,17,85,10,100,,J,"Annery, Jordyn"
105480291,40.7022581,-74.6996035,3,https://macaulaylibrary.org/asset/105480291,NA,NA,NA,9,144,"call, not song",J,"Annery, Jordyn"
105441401,44.8739062,-79.8701441,3,https://macaulaylibrary.org/asset/105441401,21,8,127,10,100,,J,"Annery, Jordyn"
105394681,39.4731729,-76.2158489,4,https://macaulaylibrary.org/asset/105394681,14,8,101,9,144,,J,"Annery, Jordyn"
105333561,41.745219,-73.45148,3.5,https://macaulaylibrary.org/asset/105333561,17,7,103,10,100,,J,"Annery, Jordyn"
105332491,32.640996,-92.3421907,3.5,https://macaulaylibrary.org/asset/105332491,NA,NA,NA,9,144,not a prarie warbler,J,"Annery, Jordyn"
105084871,37.35873,-90.02369,3,https://macaulaylibrary.org/asset/105084871,17,13,83,10,100,,J,"Annery, Jordyn"
104951981,41.4319095,-72.2873071,4.5,https://macaulaylibrary.org/asset/104951981,5,5,63,9,144,,J,"Annery, Jordyn"
104929271,36.0076404,-84.1747421,4,https://macaulaylibrary.org/asset/104929271,NA,NA,NA,10,100,sonogram difficult to measure,J,"Annery, Jordyn"
104807001,35.7277016,-82.7044773,4,https://macaulaylibrary.org/asset/104807001,23,15,99,9,144,,J,"Annery, Jordyn"
104806921,35.7277016,-82.7044773,4,https://macaulaylibrary.org/asset/104806921,13,12,92,10,100,,J,"Annery, Jordyn"
104677051,36.782769,-78.290119,3,https://macaulaylibrary.org/asset/104677051,11,7,57,9,144,,J,"Annery, Jordyn"
104461001,31.010598,-93.4009552,4,https://macaulaylibrary.org/asset/104461001,7,12,97,10,100,,J,"Annery, Jordyn"
104278211,39.9030754,-76.3985395,4.5,https://macaulaylibrary.org/asset/104278211,16,10,66,9,144,,J,"Annery, Jordyn"
103992181,37.8712557,-78.31542,3,https://macaulaylibrary.org/asset/103992181,13,6,92,10,100,,J,"Annery, Jordyn"
103568331,33.1106636,-83.6790204,3,https://macaulaylibrary.org/asset/103568331,6,8,72,9,144,,J,"Annery, Jordyn"
103524631,42.7015506,-86.1950397,4,https://macaulaylibrary.org/asset/103524631,16,9,82,10,100,,J,"Annery, Jordyn"
103474941,38.9790602,-79.232995,3,https://macaulaylibrary.org/asset/103474941,11,11,87,9,144,,J,"Annery, Jordyn"
103348391,38.0486211,-90.5790889,3,https://macaulaylibrary.org/asset/103348391,20,18,103,10,100,,J,"Annery, Jordyn"
244359351,42.1351839,-75.9398242,3,https://macaulaylibrary.org/asset/244359351,13,13,114,13,89,,G,Angel
244228331,41.6526977,-87.0690317,3,https://macaulaylibrary.org/asset/244228331,17,11,114,10,90,,G,Angel
244223081,40.0735643,-76.8955421,3,https://macaulaylibrary.org/asset/244223081,14,15,110,9,91,,G,Angel
244214281,40.0735643,-76.8955421,3,https://macaulaylibrary.org/asset/244214281,24,10,95,8,89,,G,Angel
244206211,38.7353392,-75.4080963,5,https://macaulaylibrary.org/asset/244206211,24,10,109,9,90,,G,Angel
244193521,44.829217,-79.6694314,3,https://macaulaylibrary.org/asset/244193521,7,11,89,10,90,,G,Angel
244193471,44.829217,-79.6694314,3,https://macaulaylibrary.org/asset/244193471,14,8,90,10,90,,G,Angel
244189181,43.508689,-91.3480461,3,https://macaulaylibrary.org/asset/244189181,15,10,100,9,90,,G,Angel
244130091,40.3164873,-74.885323,4,https://macaulaylibrary.org/asset/244130091,13,9,91,9,90,,G,Angel
244024591,41.6348031,-70.5607738,3,https://macaulaylibrary.org/asset/244024591,20,7,110,8,90,,G,Angel
243896271,36.2504818,-85.5691786,4,https://macaulaylibrary.org/asset/243896271,12,8,89,10,90,,G,Angel
243880591,41.8629448,-75.9973454,3,https://macaulaylibrary.org/asset/243880591,18,11,105,11,89,,G,Angel
243672361,40.569363,-91.658238,3.5,https://macaulaylibrary.org/asset/243672361,9,13,114,12,89,,G,Angel
243648221,42.2235303,-76.2744478,3.5,https://macaulaylibrary.org/asset/243648221,14,11,94,13,89,,G,Angel
243630501,39.7286839,-76.0729542,3,https://macaulaylibrary.org/asset/243630501,13,9,98,10,89,,G,Angel
243485151,44.126715,-89.898883,4,https://macaulaylibrary.org/asset/243485151,20,9,100,10,89,,G,Angel
243353651,30.6990838,-91.0701162,3,https://macaulaylibrary.org/asset/243353651,15,8,95,9,89,,G,Angel
243331781,40.0587274,-82.2385293,3,https://macaulaylibrary.org/asset/243331781,17,11,87,9,89,,G,Angel
243321301,35.9553462,-84.3811418,4,https://macaulaylibrary.org/asset/243321301,12,9,89,10,89,,G,Angel
243319641,44.1263648,-89.8989901,3,https://macaulaylibrary.org/asset/243319641,13,9,91,10,91,,G,Angel
243274451,44.157403,-89.855397,3,https://macaulaylibrary.org/asset/243274451,12,9,90,10,91,,G,Angel
243245031,41.401006,-70.602423,4,https://macaulaylibrary.org/asset/243245031,10,9,76,11,85,,G,Angel
243186891,37.189522,-78.821437,3,https://macaulaylibrary.org/asset/243186891,22,10,93,12,91,,G,Angel
243106401,44.114991,-89.882483,3,https://macaulaylibrary.org/asset/243106401,10,12,92,13,91,,G,Angel
242983461,33.1479624,-83.7534984,3,https://macaulaylibrary.org/asset/242983461,8,11,89,12,89,,G,Angel
242982371,33.1479624,-83.7534984,3,https://macaulaylibrary.org/asset/242982371,7,15,110,23.4,132,,H,Fitz Dettmer
242849761,35.9371866,-84.4212692,3,https://macaulaylibrary.org/asset/242849761,12,15,130,23.4,132,,H,Fitz Dettmer
242849461,35.9371866,-84.4212692,3,https://macaulaylibrary.org/asset/242849461,14,18.8,139,23.4,132,,H,Fitz Dettmer
242821121,42.3483635,-76.1646831,3,https://macaulaylibrary.org/asset/242821121,17,17.2,154,23.4,132,,H,Fitz Dettmer
242800501,37.462891,-77.9100446,4.5,https://macaulaylibrary.org/asset/242800501,22,16.4,146,23.4,132,,H,Fitz Dettmer
242777631,44.0082861,-70.9869234,3,https://macaulaylibrary.org/asset/242777631,NA,NA,NA,NA,NA,"Quiet, multiple species, might not actually have a Prairie Warbler in there",H,Fitz Dettmer
242777021,40.2732147,-77.184931,3,https://macaulaylibrary.org/asset/242777021,12,14.6,109.3,23.4,132,,H,Fitz Dettmer
242674001,39.3297166,-82.3486662,3,https://macaulaylibrary.org/asset/242674001,20,15.2,161,23.4,132,,H,Fitz Dettmer
242665261,43.508689,-91.3480461,3,https://macaulaylibrary.org/asset/242665261,15,18.1,125,23.4,132,,H,Fitz Dettmer
242602961,33.1159126,-83.6911999,3,https://macaulaylibrary.org/asset/242602961,NA,NA,NA,NA,NA,"Very noisy, 1.5 seconds, seems like it missed the first half of the song?",H,Fitz Dettmer
242552211,43.6609176,-73.334856,4,https://macaulaylibrary.org/asset/242552211,24,19,130,11,15.8,,H,Robert Criollo
242462751,44.1017468,-76.0739772,5,https://macaulaylibrary.org/asset/242462751,38,21,172,11,15.8,,H,Robert Criollo
242462561,44.1017468,-76.0739772,5,https://macaulaylibrary.org/asset/242462561,16,25,135,11,15.8,,H,Robert Criollo
242306711,42.4259195,-76.3357544,3,https://macaulaylibrary.org/asset/242306711,14,14,125,11,15.8,,H,Robert Criollo
242237151,36.2488764,-87.9298711,3,https://macaulaylibrary.org/asset/242237151,9,10,120,11,15.8,,H,Robert Criollo
242175331,37.462891,-77.9100446,4.67,https://macaulaylibrary.org/asset/242175331,15,12,125,11,15.8,,H,Robert Criollo
242160041,43.5086293,-91.3480471,4,https://macaulaylibrary.org/asset/242160041,14,16,112,11,15.8,,H,Robert Criollo
241922481,42.7466592,-71.7079653,4,https://macaulaylibrary.org/asset/241922481,21,20,115,11,15.8,,H,Robert Criollo
241794781,44.127237,-89.89876,4.5,https://macaulaylibrary.org/asset/241794781,12,12,139,11,15.8,,H,Robert Criollo
241746671,42.23157,-71.76591,3,https://macaulaylibrary.org/asset/241746671,18,12,150,9,55,,H,Ahmed Chaudhry 
241668231,43.508689,-91.3480461,3,https://macaulaylibrary.org/asset/241668231,16,17,95,9,55,,H,Ahmed Chaudhry
241667131,42.4657256,-78.5749054,3.5,https://macaulaylibrary.org/asset/241667131,12,10,89,9,55,,H,Ahmed Chaudhry
241666551,42.4657256,-78.5749054,4,https://macaulaylibrary.org/asset/241666551,17,12,90,9,55,,H,Ahmed Chaudhry
241666441,42.4657256,-78.5749054,3,https://macaulaylibrary.org/asset/241666441,12,10,70,9,55,,H,Ahmed Chaudhry
