"cat_num","Latitude","Longitude","quality","link","num_syllables","freq_range_mm","middle_syl_height_mm","duration_mm","two_khz_mm","two_sec_mm","skip_notes","group_letter","group_members"
241212301,43.5287596,-73.2130133,3,"https://macaulaylibrary.org/asset/241212301","","","","","","","","",""
241206331,41.736573,-73.119155,3,"https://macaulaylibrary.org/asset/241206331","","","","","","","","",""
240872491,41.2170095,-81.5253997,3,"https://macaulaylibrary.org/asset/240872491","","","","","","","","",""
240843801,40.0916122,-76.8704581,3,"https://macaulaylibrary.org/asset/240843801","","","","","","","","",""
240615251,41.0290844,-72.1875189,3.5,"https://macaulaylibrary.org/asset/240615251","","","","","","","","",""
240410261,44.307495,-69.847385,3.5,"https://macaulaylibrary.org/asset/240410261","","","","","","","","",""
213390921,44.1041685,-90.65625,2.67,"https://macaulaylibrary.org/asset/213390921","","","","","","","","",""
168853931,41.4434217,-73.9734641,3,"https://macaulaylibrary.org/asset/168853931","","","","","","","","",""
167954331,38.1031104,-86.9984409,2,"https://macaulaylibrary.org/asset/167954331","","","","","","","","",""
167128111,41.3621064,-70.7555263,4.5,"https://macaulaylibrary.org/asset/167128111","","","","","","","","",""
165062691,43.508689,-91.3480461,3,"https://macaulaylibrary.org/asset/165062691","","","","","","","","",""
164964751,41.1131688,-75.7244153,3,"https://macaulaylibrary.org/asset/164964751","","","","","","","","",""
164286051,42.2930453,-76.6550678,3.5,"https://macaulaylibrary.org/asset/164286051","","","","","","","","",""
164286041,42.2930453,-76.6550678,3,"https://macaulaylibrary.org/asset/164286041","","","","","","","","",""
164071481,42.2930453,-76.6550678,3,"https://macaulaylibrary.org/asset/164071481","","","","","","","","",""
163976541,41.2170095,-81.5253997,3.5,"https://macaulaylibrary.org/asset/163976541","","","","","","","","",""
163235711,43.508689,-91.3480461,2,"https://macaulaylibrary.org/asset/163235711","","","","","","","","",""
163046011,43.508689,-91.3480461,3,"https://macaulaylibrary.org/asset/163046011","","","","","","","","",""
162639831,41.9303792,-88.4138918,3.5,"https://macaulaylibrary.org/asset/162639831","","","","","","","","",""
162310641,38.116247,-85.5326341,3,"https://macaulaylibrary.org/asset/162310641","","","","","","","","",""
106906901,43.8512527,-73.1217867,3.5,"https://macaulaylibrary.org/asset/106906901","","","","","","","","",""
105333561,41.745219,-73.45148,3.5,"https://macaulaylibrary.org/asset/105333561","","","","","","","","",""
104951981,41.4319095,-72.2873071,4.5,"https://macaulaylibrary.org/asset/104951981","","","","","","","","",""
